full_name,season,games_started,games_played,avg_turnovers,avg_steals,avg_twos_made,avg_two_twos_pct,avg_threes_made,avg_threes_pct,avg_free_throws_made,avg_free_throws_pct,avg_minutes,avg_points,avg_rebounds,avg_assists
Henry Caruso,2017,31,31,1.4,1.2,2.9,54.0,1.0,36.9,3.5,80.3,36.0,12.2,7.0,1.7
William Lee,2015,33,33,1.6,0.7,3.2,0.6,1.0,29.0,1.3,40.2,24.8,10.6,6.2,1.5
William Lee,2016,33,33,2.0,0.9,3.2,58.3,1.3,31.2,2.8,66.7,28.2,13.2,6.7,1.6
Nick Allen,2017,35,35,1.7,0.5,2.5,59.1,0.9,35.4,1.1,32.6,24.8,8.9,5.1,1.0
Jon Elmore,2017,36,36,3.7,1.6,4.0,50.8,2.7,31.0,6.4,84.2,38.3,22.7,5.8,6.7
Jeremy Combs,2014,31,31,1.3,0.9,3.9,0.6,0.0,0.0,2.3,49.3,25.6,10.0,6.7,0.3
Trey Porter,2017,32,32,1.3,0.5,4.5,57.3,0.0,3.1,4.0,55.8,23.6,13.2,6.2,0.5
Eric Lockett,2017,32,32,2.1,1.2,5.2,48.4,0.4,25.7,2.5,66.3,37.0,14.3,6.5,3.1
Tyere Marshall,2017,32,32,1.3,0.5,4.2,46.9,0.0,0.0,2.0,45.6,22.7,10.3,6.6,1.0
Dominique Reid,2014,30,30,2.0,0.4,3.3,0.4,0.1,6.7,3.0,56.5,21.9,9.8,5.9,0.8
Matt Scott,2016,33,33,2.6,1.4,3.7,47.7,2.0,36.2,3.7,63.3,34.5,17.0,7.0,3.0
Isaiah Reese,2017,33,33,2.6,2.2,3.5,58.1,2.5,34.6,2.2,61.8,33.4,16.9,5.8,4.7
Zane Waterman,2016,32,32,2.1,0.7,3.5,49.8,1.3,29.1,3.8,70.9,27.8,14.5,7.0,0.6
Peter Kiss,2016,31,31,2.9,1.2,3.8,45.7,1.2,27.0,2.2,53.1,29.8,13.3,5.6,2.8
Steven Whitley,2017,33,33,3.1,1.6,3.4,46.9,0.9,32.9,2.6,58.5,28.7,12.2,5.7,4.7
Deshawn Freeman,2016,33,33,1.9,1.0,4.0,49.0,0.2,14.6,2.6,54.3,27.0,11.1,7.8,0.9
Jordan Murphy,2017,32,32,2.6,1.2,6.0,53.6,0.3,21.0,3.8,67.4,31.8,16.8,11.3,1.4
Ethan Happ,2017,33,33,2.8,1.5,7.3,54.0,0.0,0.8,3.2,53.5,30.8,17.9,8.0,3.7
Amir Williams,2013,35,35,1.5,0.4,2.9,60.9,0.0,0.0,2.0,52.9,23.1,7.8,5.8,0.3
Khadeem Lattin,2017,32,32,0.7,1.1,2.6,50.7,0.0,0.0,1.4,45.8,20.1,6.6,5.9,0.5
TaShawn Thomas,2014,35,35,1.9,0.6,4.6,0.5,0.0,0.0,2.4,60.4,29.7,11.6,6.5,1.5
Dean Wade,2015,33,33,0.9,0.6,2.6,0.5,0.8,22.3,2.4,50.3,26.4,9.9,5.1,1.1
Kevon Looney,2014,36,36,1.2,1.3,3.6,0.5,0.6,31.9,2.6,45.6,30.9,11.6,9.2,1.4
Delon Wright,2013,33,33,2.5,2.5,4.9,64.6,0.4,15.7,4.6,75.6,36.4,15.5,6.8,5.3
Noah Dickerson,2016,31,31,1.5,0.5,4.7,54.5,0.0,3.2,3.1,57.0,27.2,12.5,8.2,0.8
Drew Eubanks,2017,32,32,1.7,0.5,5.1,62.2,0.0,0.0,2.9,54.6,31.3,13.2,6.8,1.1
Jalen Sanders,2017,38,38,1.2,0.8,3.3,67.1,0.3,13.3,1.9,51.7,28.7,9.5,5.8,1.2
Tevin King,2017,35,35,1.7,1.7,2.9,56.9,0.5,29.0,1.7,44.0,27.0,9.1,5.6,3.0
Isaiah McCray,2014,31,31,1.6,1.3,1.6,0.4,1.3,31.9,1.6,41.5,28.8,8.7,5.6,2.3
John Konchar,2015,34,34,1.5,2.1,3.9,0.6,0.9,27.3,2.5,52.1,35.6,13.0,9.2,2.7
John Konchar,2016,33,33,1.5,1.7,4.3,71.5,1.4,47.1,2.2,49.5,34.9,14.9,8.7,3.8
Daniel Amigo,2017,30,30,3.0,0.3,5.7,54.7,0.6,22.5,2.1,49.4,25.8,15.3,6.6,1.5
Emmanuel Nzekwesi,2016,30,30,1.5,0.6,3.2,46.6,0.7,27.2,1.3,37.7,24.2,9.8,6.4,1.2
Javan White,2017,32,32,1.6,0.9,3.9,51.0,0.2,12.0,1.8,45.0,27.5,10.2,9.0,1.3
Albert Owens,2016,30,30,2.0,0.5,6.8,49.5,0.1,5.6,3.6,66.7,31.1,17.4,5.6,1.0
Tre'Shawn Thurman,2015,32,32,1.6,0.8,5.0,0.6,0.4,22.3,2.8,55.2,27.4,13.9,6.7,1.3
Tre'Shawn Thurman,2016,32,32,2.0,0.4,4.8,53.0,0.3,18.5,3.1,61.3,29.8,13.8,7.8,1.3
Mike Daum,2015,34,34,1.6,0.5,4.2,0.6,0.9,28.5,4.3,78.4,20.8,15.2,6.1,0.8
Mike Daum,2016,35,35,2.8,0.6,5.6,57.8,2.3,37.3,7.2,85.8,32.7,25.1,8.1,1.4
Tre'Darius McCallum,2017,31,31,1.5,1.3,3.4,52.2,0.8,22.0,0.8,31.7,29.3,10.0,5.7,0.9
Max Strus,2017,31,31,2.6,1.3,2.9,48.5,2.6,31.2,3.2,70.8,35.6,16.8,5.6,2.7
Matt Stainbrook,2014,37,37,2.0,0.6,4.6,0.6,0.0,2.7,2.9,69.6,26.7,12.3,6.9,2.4
Trevon Bluiett,2015,34,34,1.6,0.9,2.7,0.5,2.3,37.6,2.8,66.2,30.6,15.1,6.1,2.2
Jonathan Galloway,2017,35,35,1.3,0.5,1.5,40.9,0.0,0.0,0.7,24.1,25.5,3.6,7.5,0.5
Tommy Rutherford,2017,35,35,2.1,0.3,3.6,62.6,0.2,14.3,2.3,56.0,21.3,10.1,5.7,0.8
Jalen Hayes,2014,33,33,1.3,1.0,2.9,0.6,0.1,5.3,2.4,50.6,23.8,8.5,5.1,1.2
Brock Stull,2016,35,35,2.2,0.8,3.3,48.4,1.6,38.1,2.0,50.2,33.3,13.5,6.6,2.9
Bryce Nze,2017,33,33,2.1,0.8,4.2,60.8,0.2,16.7,1.2,34.1,29.5,10.3,8.5,1.3
Tai Odiase,2017,36,36,1.0,0.7,3.6,56.1,0.0,0.0,2.1,46.5,25.2,9.3,5.6,0.2
Dikembe Dixson,2015,30,30,4.1,1.2,5.0,0.4,1.4,28.5,5.6,66.6,36.7,19.8,7.3,1.8
Naz Bohannon,2017,32,32,1.6,0.7,2.7,45.8,0.2,12.5,1.2,36.5,29.2,7.2,8.1,1.4
Drew McDonald,2015,30,30,1.4,0.3,3.4,0.5,0.2,17.5,3.0,52.6,19.4,10.5,6.2,1.1
Drew McDonald,2016,35,35,2.2,0.4,4.2,49.0,1.5,35.9,3.4,60.8,30.0,16.4,7.7,1.7
Carson Williams,2016,35,35,1.5,0.5,4.0,58.6,0.0,0.0,2.9,66.0,24.8,10.8,5.9,1.2
Matt Wilson,2017,30,30,1.7,0.3,5.2,60.0,0.0,0.0,1.5,38.7,24.6,12.0,5.7,0.5
Will Rayman,2017,33,33,1.6,1.0,2.9,45.4,2.0,38.8,2.9,74.5,31.9,14.7,6.7,1.1
Zach Thomas,2016,35,35,3.1,1.1,3.6,50.8,1.6,41.4,4.0,71.9,29.7,15.9,6.6,3.4
Nana Foulland,2015,31,31,2.1,0.5,4.6,0.5,0.0,0.0,2.6,47.6,26.4,11.8,6.9,0.8
Jehyve Floyd,2017,31,31,2.3,0.9,5.3,67.4,0.0,0.0,1.5,40.0,29.8,12.2,5.6,1.6
Cam Gregory,2014,30,30,1.4,0.6,2.5,1.7,0.0,0.0,1.8,48.7,25.1,6.8,7.0,0.5
Cam Gregory,2017,31,31,1.6,0.5,4.2,57.3,0.0,0.0,2.3,53.8,29.0,10.6,8.2,0.5
Nijal Pearson,2016,36,36,2.2,1.4,3.6,46.1,1.0,30.1,2.9,68.7,32.8,13.2,5.7,2.4
Malik Benlevi,2017,35,35,0.7,1.5,1.3,51.3,2.0,39.1,0.9,43.0,35.0,9.6,6.5,1.7
Tamas Bruce,2016,32,32,1.1,0.8,3.3,57.1,0.0,0.0,0.9,23.4,15.5,7.6,5.8,0.3
Demario Beck,2017,32,32,1.7,0.5,3.3,68.9,0.6,24.0,1.4,46.7,23.8,9.7,7.1,0.7
Isaac Johnson,2016,30,30,1.4,1.1,2.4,51.0,0.1,7.5,1.6,47.1,20.7,6.7,6.7,1.0
Griffin Kinney,2016,30,30,2.7,0.5,3.3,50.5,0.1,6.7,3.0,55.3,22.6,9.8,6.3,1.4
Bryce Washington,2016,33,33,2.0,1.2,5.2,61.3,0.0,0.0,3.1,54.8,35.1,13.5,11.2,2.1
Ricky Madison Jr. ,2016,31,31,1.7,0.4,2.5,41.6,0.1,4.8,1.7,50.4,21.7,6.8,5.9,0.5
Tyler Seibring,2016,32,32,1.4,0.5,3.4,50.7,1.9,37.6,2.0,53.7,32.6,14.4,6.9,1.9
Jarrell Brantley,2015,31,31,2.5,1.3,3.9,1.7,0.4,25.3,2.7,60.0,28.4,11.7,7.3,1.3
Jarrell Brantley,2016,35,35,2.6,1.1,4.0,49.6,0.9,35.2,3.6,77.8,32.0,14.2,8.4,1.2
Nathan Knight,2017,31,31,2.7,0.6,6.3,61.4,0.4,25.8,4.8,75.6,28.7,18.5,7.3,2.2
Marcus Bryan,2017,32,32,1.0,0.4,2.3,43.4,0.0,0.0,1.2,40.6,27.4,5.7,6.9,1.1
Devontae Cacok,2016,35,35,1.1,1.1,5.3,77.6,0.0,0.0,1.8,46.1,25.9,12.3,9.8,0.4
Matt Rafferty,2017,33,33,1.0,1.6,4.1,66.1,0.4,27.3,1.9,55.3,26.3,11.2,7.2,2.8
Desmond Ringer,2017,34,34,1.7,0.3,3.4,57.6,0.1,4.4,2.2,60.7,25.5,9.2,5.6,0.5
Stephon Jelks,2017,34,34,1.3,0.7,2.1,61.0,1.3,40.0,1.4,47.4,26.1,9.5,7.2,1.6
Christopher Galbreath Jr.,2017,36,36,2.2,0.6,5.6,48.9,0.5,22.5,2.1,54.9,27.9,14.8,8.0,1.3
Shawn Johnson,2015,29,29,1.0,0.9,1.8,0.4,1.4,38.7,1.6,41.9,26.8,9.5,6.6,0.9
Shawn Johnson,2016,29,29,1.8,1.2,2.0,49.3,2.4,39.1,2.8,66.8,32.4,14.1,7.0,1.6
Kimani Jackson,2017,32,32,1.7,0.7,3.2,64.5,0.0,3.1,2.0,54.4,21.1,8.6,5.7,0.4
Jaren Lewis,2017,32,32,2.3,1.6,4.6,59.0,0.4,23.4,2.8,70.4,31.2,13.2,7.7,1.8
Michael Holyfield,2014,35,35,1.5,0.4,3.1,0.6,0.0,0.0,2.2,47.3,17.9,8.5,8.1,0.3
Dalton Pepper,2013,31,31,1.7,1.0,3.7,49.7,2.7,36.8,2.0,60.2,37.8,17.5,5.1,2.4
Georgios Angelou,2013,31,31,,,,,,,,,,,,
Faronte Drakeford,2013,30,30,2.5,1.0,7.0,58.5,0.0,0.0,0.0,0.0,30.0,14.0,8.0,1.0
Rafael Maia,2013,28,28,1.5,1.0,2.5,37.5,0.0,0.0,1.0,16.6,24.0,6.0,7.5,1.0
Egidijus Mockevicius,2013,33,33,0.8,0.7,3.3,55.9,0.0,0.0,3.0,93.0,23.8,9.7,8.5,0.3
Javier Martinez,2016,35,35,1.5,0.5,5.1,55.3,0.0,0.0,1.8,45.4,27.2,11.9,8.1,1.5
Przemek Karnowski,2013,36,36,1.9,0.1,3.9,63.4,0.0,0.0,2.7,45.0,25.5,10.6,7.5,0.4
Phillip Jones,2013,30,30,2.0,0.7,1.7,31.4,0.0,0.0,2.3,38.9,17.0,5.7,6.3,0.3
Justin Raffington,2014,29,29,2.4,0.4,3.3,0.5,0.3,13.6,1.8,48.8,29.7,9.2,7.6,0.9
Tiegbe Bamba,2014,29,29,1.7,1.2,3.6,0.6,0.5,27.5,2.9,65.9,30.4,11.6,6.8,1.1
Tristian Curtis,2015,33,33,1.0,0.5,2.5,1.5,0.0,0.0,1.0,30.8,24.8,6.0,6.9,0.4
Venky Jois,2015,34,34,2.5,1.0,6.7,0.7,0.0,0.0,2.6,46.8,33.1,15.9,8.4,2.4
Majok Deng,2015,34,34,2.1,0.7,4.1,0.5,1.8,31.4,3.9,68.7,36.3,17.8,6.6,1.9
Ben Millaud-Meunier,2013,31,31,,,,,,,,,,,,
Robert Ojeah,2013,32,32,,,,,,,,,,,,
Lis Shoshi,2016,32,32,1.5,0.6,3.1,52.6,0.2,14.8,2.1,47.7,24.7,8.9,6.4,1.4
Pancake Thomas,2015,31,31,1.8,1.2,3.3,0.4,2.8,36.7,4.4,73.4,34.5,19.4,6.4,2.8
Stephon Whyatt,2013,31,31,,,,,,,,,,,,
Patrick Wrencher,2013,31,31,,,,,,,,,,,,
Greg Brown,2013,31,31,,,,,,,,,,,,
Earl Brown,2013,31,31,,,,,,,,,,,,
Ollie Jackson,2013,31,31,,,,,,,,,,,,
Aric Gresko,2013,31,31,,,,,,,,,,,,
Dalton Cesarz,2013,31,31,,,,,,,,,,,,
Marcel Pettway,2015,31,31,1.6,1.1,5.0,0.5,0.0,0.0,1.4,38.0,32.2,11.4,7.0,1.8
Marquise Moore,2015,32,32,1.9,0.6,3.7,0.4,0.0,3.3,3.2,54.8,32.5,10.6,5.7,2.9
Justin Sears,2015,30,30,2.5,0.8,5.6,0.5,0.2,13.1,3.9,61.3,31.0,15.7,7.5,2.8
Zena Edosomwan,2015,30,30,2.1,0.5,5.2,0.5,0.0,0.0,2.7,48.2,26.1,13.1,9.9,1.9
Darien Nelson-Henry,2013,28,28,2.3,0.5,6.0,64.4,0.0,0.0,4.3,77.1,23.0,16.3,7.0,1.0
Chris Fowler,2013,31,31,,,,,,,,,,,,
Braylon Rayson,2013,31,31,,,,,,,,,,,,
Larry Nance Jr.,2013,33,33,2.0,0.8,4.8,60.0,0.3,8.3,4.0,78.3,33.0,14.3,9.8,0.8
J.J. Avila,2013,32,32,3.3,0.8,3.8,38.4,0.0,0.0,3.0,45.3,33.5,10.5,8.5,1.5
Jeff Martin,2013,34,34,,,,,,,,,,,,
Wayne Martin,2015,31,31,2.2,0.7,4.3,0.5,0.0,1.7,2.4,53.5,25.4,11.1,9.1,0.3
Jeremy Watson,2015,31,31,1.5,0.4,1.9,1.5,0.4,14.0,2.7,52.7,25.2,7.8,5.8,0.4
Nino Johnson,2013,32,32,1.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,33.0,4.0,8.0,0.0
Daniel Alexander,2013,30,30,,,,,,,,,,,,
Elijah Watson,2013,28,28,,,,,,,,,,,,
Willie Clayton,2013,31,31,2.0,1.5,3.5,53.2,0.0,0.0,3.5,59.5,30.5,10.5,10.0,0.3
Daviyon Draper,2014,33,33,2.0,1.5,2.9,0.4,0.3,21.0,2.0,57.4,27.0,8.7,5.1,1.1
Lavon Long,2016,34,34,2.4,1.0,4.0,50.3,0.4,14.3,3.0,64.7,31.7,12.2,6.1,2.5
Amadou Sidibe,2014,31,31,1.3,0.5,2.3,0.4,0.0,0.0,1.2,30.6,22.8,5.7,6.8,0.7
Marvin Dominique,2013,31,31,5.0,1.0,7.0,46.7,3.0,60.0,2.0,100.0,43.0,25.0,8.0,1.0
James Carlton,2014,32,32,2.7,1.0,5.2,3.1,0.6,15.6,3.6,62.3,31.6,15.9,7.8,1.0
Quinton Chievous,2015,32,32,2.7,0.6,6.2,3.5,0.7,22.9,2.7,44.5,34.1,17.0,10.7,2.0
Dwight Meikle,2014,35,35,2.3,0.7,4.3,0.5,0.2,9.6,1.9,46.6,27.8,11.1,6.4,0.6
Terry Harris Jr. ,2015,31,31,1.8,0.6,3.5,0.4,0.6,23.9,3.6,65.3,30.4,12.4,7.2,1.0
Rasean Simpson,2015,31,31,1.5,1.5,3.9,0.5,0.1,9.6,3.6,60.4,32.3,11.7,6.5,0.7
DeVaughn Mallory,2016,32,32,1.2,0.6,4.8,55.0,0.0,0.0,0.9,33.6,24.5,10.4,6.3,0.8
Bruce Beckford,2013,32,32,2.5,0.5,1.5,30.9,1.5,35.0,3.0,83.3,30.5,10.5,8.5,0.5
Darryl Palmer,2014,33,33,0.8,0.5,3.0,1.7,0.0,1.7,1.5,45.3,27.0,7.5,6.7,0.8
Kyle Benton,2016,34,34,0.9,0.8,3.5,59.2,0.0,0.0,1.7,38.4,27.5,8.6,7.7,0.5
Kyle Benton,2015,32,32,1.0,0.5,2.8,27.3,0.0,0.0,1.9,57.7,23.2,7.6,6.3,0.3
Patrick Cole,2016,34,34,3.8,0.9,4.2,40.6,2.0,29.7,5.0,72.1,35.3,19.3,7.0,5.6
Nicholas West,2014,29,29,2.6,0.5,3.2,0.5,0.7,30.1,3.9,69.8,31.6,12.4,7.9,1.0
Darius Scott,2013,32,32,,,,,,,,,,,,
Maurice Strong,2013,32,32,2.0,1.0,3.0,30.0,0.0,0.0,1.0,33.3,30.0,7.0,9.0,0.0
Jonathan Holmes,2013,35,35,1.5,0.5,3.4,53.7,0.8,27.4,3.0,61.4,23.5,12.4,6.9,0.9
Blake Brumwell,2013,31,31,,,,,,,,,,,,
Gary Winston,2013,32,32,,,,,,,,,,,,
Kyler Shula,2013,32,32,,,,,,,,,,,,
Nick Hornsby,2015,31,31,1.9,1.2,2.9,0.4,0.1,6.7,1.7,49.5,27.8,7.8,6.9,1.6
Tyler Flack,2016,34,34,1.4,0.8,5.4,60.7,0.5,22.7,3.0,71.0,26.9,15.2,6.8,0.8
Remy Roberts-Burnett,2013,30,30,,,,,,,,,,,,
Lawrence Alexander,2013,33,33,1.8,0.3,2.8,36.3,2.0,40.1,2.8,63.8,39.3,14.3,7.0,2.3
Taylor Johns,2013,30,30,,,,,,,,,,,,
Michael Bryson,2015,33,33,2.5,0.8,4.1,0.6,2.3,34.7,3.2,63.9,33.7,18.0,6.4,2.4
Joe Boyd,2013,31,31,1.3,0.3,1.0,20.0,0.0,0.0,0.7,33.3,19.3,2.7,6.7,0.0
Marcellus Barksdale,2013,32,32,1.7,1.3,0.7,25.0,0.0,0.0,0.0,0.0,35.7,1.3,6.7,4.7
Corey Petros,2013,33,33,2.0,0.5,4.2,55.2,0.0,0.0,1.2,38.9,33.5,9.5,6.2,1.0
Vinny Zollo,2015,32,32,1.5,0.5,1.6,0.4,0.8,23.3,1.2,38.9,22.1,6.7,5.7,1.1
Bobby Hain,2013,32,32,2.0,1.0,3.0,32.5,0.0,0.0,1.5,37.5,32.0,7.5,8.5,2.0
Tommy Spagnolo,2013,30,30,1.0,0.7,2.0,48.1,0.0,0.0,0.7,33.3,26.3,4.7,6.3,0.7
Shaquille Johnson,2014,34,34,3.5,1.5,4.1,0.5,0.9,18.1,2.6,55.7,32.3,13.6,5.6,2.8
William Truss,2014,32,32,1.7,0.4,3.9,0.6,0.1,6.7,2.1,52.0,28.2,10.0,7.4,0.5
Scott Eatherton,2013,32,32,3.0,1.3,3.3,146.0,1.3,19.0,3.7,65.7,27.7,13.0,11.0,1.0
Quincy Ford,2015,33,33,2.2,1.5,3.2,0.5,2.2,33.3,3.3,59.9,34.8,16.4,7.0,2.6
Zach Stahl,2015,33,33,2.9,0.8,4.2,0.5,0.0,3.1,2.2,59.0,29.7,10.6,6.1,2.3
Shakir Brown,2015,32,32,1.4,0.7,1.8,0.4,1.8,34.3,1.9,46.1,24.6,10.9,5.7,1.3
Terry Tarpey,2015,31,31,1.8,2.1,3.2,0.6,0.5,21.6,2.4,66.4,30.2,10.4,7.8,2.5
Lee Skinner,2013,33,33,2.3,0.7,3.7,43.8,0.0,0.0,4.0,66.7,35.7,11.3,7.3,0.7
RJ White,2015,34,34,1.8,0.7,4.8,0.6,0.2,17.7,1.8,48.9,27.2,12.2,6.9,1.1
Erik Thomas,2015,30,30,1.6,0.9,4.3,0.5,0.0,0.0,3.2,64.9,22.8,11.8,6.9,1.5
Kevin Hill,2015,30,30,2.0,0.5,3.6,0.5,0.0,0.0,2.7,61.4,21.3,9.9,6.1,0.7
Rashawn Thomas,2014,34,34,3.1,0.5,4.7,0.6,0.0,0.0,4.4,62.3,27.7,13.7,7.9,1.0
Lance Potier,2016,29,29,1.4,0.3,2.1,48.6,0.5,20.7,0.7,27.2,24.3,6.5,6.1,1.0
Kyle Hittle,2014,29,29,1.5,1.0,2.9,0.6,2.1,42.4,3.1,61.7,36.4,15.3,6.4,2.1
Aaron White,2014,35,35,1.2,1.3,4.3,0.6,0.6,26.2,5.6,77.5,31.5,15.9,7.1,1.4
Ronnie Drinnon,2015,30,30,1.7,0.7,4.5,0.5,0.5,18.7,2.8,49.8,32.6,13.3,11.0,1.7
Charles Cooke,2015,33,33,1.7,1.2,3.2,0.5,1.8,33.4,3.5,60.0,32.1,15.2,5.7,1.8
Jaylen Bond,2014,37,37,0.9,1.3,2.9,0.5,0.3,15.8,0.6,19.8,26.8,7.2,7.5,0.9
Shaq Goodwin,2015,34,34,1.9,1.0,4.7,0.5,0.1,7.4,4.6,68.3,29.5,14.2,7.3,1.4
Trahson Burrell,2015,34,34,1.2,1.0,2.5,0.5,0.9,23.6,1.9,49.3,23.7,9.4,5.8,2.6
Camyn Boone,2015,32,32,1.3,0.3,4.5,0.5,0.0,0.0,2.9,57.4,25.0,11.8,6.3,1.2
Deshawn Delaney,2014,31,31,1.6,1.3,3.8,2.6,0.5,25.1,2.1,57.2,29.0,11.3,5.1,1.9
James Webb III,2015,32,32,1.5,1.4,4.7,0.6,0.8,18.9,3.4,57.0,30.6,15.3,8.8,1.1
Cullen Russo,2015,35,35,1.2,1.7,2.3,0.5,0.3,13.8,2.0,42.4,25.5,7.6,5.8,1.7
Karachi Edo,2015,35,35,0.9,0.3,3.6,0.5,0.0,0.0,2.1,48.0,24.5,9.2,5.8,0.4
Jordan Mickey,2014,33,33,3.1,0.9,5.8,0.5,0.0,3.0,2.9,55.8,34.9,14.5,9.3,1.2
T.J. Wallace,2015,28,28,1.7,1.1,2.5,0.4,1.1,22.2,2.1,51.1,29.0,10.4,5.1,2.2
A.J. Hammons,2013,32,32,2.4,0.4,3.7,49.7,0.0,0.0,3.2,64.1,24.2,10.5,7.2,0.5
Troy Williams,2014,34,34,2.1,0.9,4.6,0.5,0.2,14.7,2.6,56.6,27.6,12.3,7.0,1.9
Evan Smotrycz,2013,32,32,1.5,0.8,2.0,38.0,1.7,35.6,1.7,52.6,27.1,10.7,5.8,1.6
Karviar Shepherd,2013,31,31,1.3,0.6,2.9,39.0,0.0,3.2,2.9,61.7,28.7,8.8,6.6,0.8
Josh Jackson,2016,36,36,2.7,1.6,5.2,53.3,0.9,31.5,2.7,48.3,29.9,15.9,7.2,2.9
Landen Lucas,2015,38,38,1.0,0.4,1.9,3.2,0.0,0.0,1.6,44.5,18.4,5.4,6.4,0.6
Landen Lucas,2016,36,36,1.7,0.5,3.1,60.7,0.0,0.0,1.5,47.4,24.9,7.8,8.1,1.0
TJ Leaf,2016,36,36,1.4,0.6,5.8,60.8,0.8,36.1,2.0,57.3,29.1,15.8,8.0,2.4
Josh Scott,2014,34,34,0.7,0.5,3.8,0.4,0.0,2.9,3.4,51.2,30.8,11.1,6.4,0.9
Daniel Ochefu,2015,40,40,1.2,0.7,3.8,6.1,0.0,0.0,1.6,44.4,23.4,9.3,6.9,1.6
Colton Ray-St Cyr,2016,39,39,1.7,0.9,2.1,43.2,1.2,29.8,1.4,50.0,25.6,8.9,6.1,2.3
Michael Carey,2016,30,30,2.2,0.7,5.0,46.5,0.5,14.7,2.2,50.9,34.1,13.8,9.1,1.7
Michael Carey,2015,34,34,1.6,0.7,4.0,0.5,0.4,21.3,3.3,75.9,29.1,12.6,9.1,1.5
Shevon Thompson,2014,31,31,2.5,0.5,4.9,0.6,0.0,0.0,2.8,55.1,30.2,12.5,11.3,0.2
Kevin Larsen,2014,35,35,1.9,0.5,3.9,0.5,0.2,14.3,2.4,47.5,33.2,10.9,7.4,2.4
Yanick Moreira,2014,34,34,1.8,0.7,4.2,0.6,0.0,0.0,2.6,56.9,24.4,11.1,6.4,1.0
Danrad Knowles,2014,32,32,1.3,0.5,2.2,0.4,1.2,27.5,2.0,47.7,27.4,9.9,5.6,1.1
Kentan Facey,2016,33,33,1.5,0.2,3.2,45.5,0.0,0.0,2.2,53.8,28.5,8.5,7.1,0.6
Landry Nnoko,2015,31,31,1.5,0.2,3.3,0.5,0.0,0.0,1.6,49.7,22.3,8.1,5.7,0.8
Konstantinos Mitoglou,2016,33,33,1.5,0.6,1.9,50.1,0.9,23.4,2.4,67.8,24.6,8.9,6.1,0.9
Vashil Fernandez,2014,34,34,0.9,0.4,2.7,0.6,0.0,0.0,1.4,34.5,24.7,6.9,5.9,0.3
Ryan Martin,2015,31,31,2.0,0.6,3.7,0.6,0.5,29.0,5.0,70.9,28.9,14.0,8.2,1.2
Jack Crook,2014,34,34,1.9,0.4,2.6,0.5,0.0,0.0,1.4,47.3,24.9,6.7,5.6,1.6
Pascal Siakam,2014,34,34,1.9,0.8,4.9,0.6,0.0,0.0,3.1,71.0,30.8,12.8,7.7,1.3
Aly Ahmed,2015,33,33,2.5,0.7,5.1,0.5,0.1,4.5,2.7,62.8,28.2,13.0,6.2,1.0
Janari Joesaar,2014,31,31,2.8,1.3,3.1,0.5,2.0,38.3,4.7,74.9,34.0,16.9,6.6,2.4
Norville Carey,2016,33,33,2.2,1.1,4.5,50.5,0.0,3.0,2.1,60.3,23.8,11.3,6.9,0.5
Brice Kofane,2014,33,33,2.3,0.4,2.5,0.4,0.0,0.0,1.4,45.0,24.8,6.4,5.8,0.5
Tai Webster,2016,31,31,3.2,1.4,4.6,48.5,1.3,32.7,3.9,68.6,34.7,17.0,5.1,4.0
Malik Dime,2015,34,34,0.8,0.4,2.7,0.6,0.0,0.0,1.5,45.4,21.1,6.9,5.6,0.1
Kris Acox,2015,35,35,1.4,0.7,3.9,0.6,0.0,0.0,1.2,28.9,23.2,8.9,5.8,0.5
Kris Acox,2016,35,35,1.9,1.4,5.7,61.7,0.0,0.0,1.6,50.5,28.7,13.0,7.7,1.4
Michael Rowley,2015,33,33,1.6,1.0,3.2,0.6,0.0,0.0,2.0,52.3,28.9,8.3,6.5,1.2
Sam Rowley,2014,33,33,2.7,1.2,5.1,0.5,0.0,0.0,3.7,75.8,33.2,13.9,7.6,1.8
Jeromie Hill,2014,30,30,2.4,1.1,4.2,0.5,1.9,34.4,1.9,55.7,33.5,16.0,8.1,1.3
Dyshawn Pierre,2014,36,36,2.0,0.6,3.5,0.5,1.0,31.7,2.6,58.8,33.4,12.7,8.1,2.9
Moses Kingsley,2015,32,32,2.0,1.1,5.7,0.5,0.0,0.0,4.4,62.6,29.5,15.9,9.3,1.2
Moses Kingsley,2016,36,36,1.9,0.6,3.9,47.7,0.2,16.7,3.6,73.7,27.7,12.0,7.7,1.4
Paul Gombwer,2014,31,31,1.1,0.7,0.9,0.4,0.3,18.4,0.6,22.6,20.8,3.5,6.3,0.8
Nikola Jovanovic,2015,34,34,1.4,0.3,4.3,0.5,0.2,19.1,2.9,52.7,25.8,12.1,7.0,0.4
Cody Joyce,2014,30,30,2.3,0.6,4.9,0.5,0.0,0.0,3.5,58.8,33.7,13.4,5.8,1.1
Jameel Warney,2014,35,35,1.7,0.7,6.9,0.6,0.0,0.0,2.5,56.5,33.0,16.4,11.7,2.1
Jaleen Smith,2016,32,32,3.0,0.9,4.1,50.5,1.5,34.4,3.1,64.0,36.2,15.8,6.4,4.3
Derick Newton,2016,32,32,1.8,0.6,3.8,47.9,1.9,34.3,4.3,76.0,31.6,17.8,5.7,1.3
Derick Newton,2015,34,34,2.4,0.4,3.4,0.4,1.7,41.2,4.5,80.6,31.3,16.3,5.9,1.4
